timestamp,datetime,open,high,low,close,volume
1426046400,2015-03-11 00:00:00,27.823641387774657,27.8281013430904,27.234828591930793,27.263822555541992,275756000
1426132800,2015-03-12 00:00:00,27.279435822987377,27.85709789818275,27.127771813054192,27.756731033325195,193450800
1426219200,2015-03-13 00:00:00,27.74558010024849,27.96861530732183,27.33965609143995,27.56492042541504,207309200
1426478400,2015-03-16 00:00:00,27.62959660422218,27.868244171142578,27.404332304778652,27.868244171142578,143497200
1426564800,2015-03-17 00:00:00,28.080132550932753,28.396842132527716,28.024373749879125,28.334392547607422,204092400
1426651200,2015-03-18 00:00:00,28.325477289976376,28.807234255939722,28.184965692382377,28.653339385986328,261083600
1426737600,2015-03-19 00:00:00,28.715778986612957,28.827296574910484,28.414681838534307,28.43698501586914,183238000
1426824000,2015-03-20 00:00:00,28.604265844249458,28.63771976463974,27.915087858231676,28.08013343811035,274780400
1427083200,2015-03-23 00:00:00,28.35223447305032,28.51504921175649,28.21841199535537,28.37230682373047,150838800
1427169600,2015-03-24 00:00:00,28.376767788779087,28.557424045367036,28.227332919212298,28.256328582763672,131369200
1427256000,2015-03-25 00:00:00,28.222871739731996,28.285321317558793,27.51807975769043,27.51807975769043,206620800
1427342400,2015-03-26 00:00:00,27.379803020425417,27.852636579424896,27.344116569831844,27.70989418029785,190291600
1427428800,2015-03-27 00:00:00,27.78349445074899,27.812488413804292,27.413256908193112,27.48908805847168,158184800
1427688000,2015-03-30 00:00:00,27.66752716678921,28.19165973450491,27.656374722138686,28.184968948364258,188398800
1427774400,2015-03-31 00:00:00,28.12251115415937,28.211725585913857,27.73666116163506,27.752273559570312,168362400
1427860800,2015-04-01 00:00:00,27.83925961632311,27.906170871442438,27.455638717103284,27.712129592895508,162485600
1427947200,2015-04-02 00:00:00,27.886090919277912,28.00429930359269,27.69874216714662,27.95077133178711,128880400
1428292800,2015-04-06 00:00:00,27.761191272731303,28.439218476535938,27.729966481247576,28.403532028198242,148776000
1428379200,2015-04-07 00:00:00,28.46821444814077,28.575270397460066,28.097976879444715,28.10466766357422,140049200
1428465600,2015-04-08 00:00:00,28.068976720345354,28.19164674849862,27.872706376923492,28.01321792602539,149316800
1428552000,2015-04-09 00:00:00,28.068978288327784,28.23179472555157,27.803567569642333,28.227333068847656,129936000
1428638400,2015-04-10 00:00:00,28.091283676912617,28.372308514546486,27.937390540989917,28.347774505615234,160752000
1428897600,2015-04-13 00:00:00,28.631029764719884,28.67563953079171,28.23848900731811,28.292016983032227,145460400
1428984000,2015-04-14 00:00:00,28.325475565580955,28.390155989571237,28.08236797002589,28.16935157775879,102098400
1429070400,2015-04-15 00:00:00,28.19388148911807,28.354465409679758,28.1046670655014,28.276403427124023,115881600
1429156800,2015-04-16 00:00:00,28.164882440536996,28.347771221256455,28.126966868081066,28.140348434448242,113476000
1429243200,2015-04-17 00:00:00,28.002065822438016,28.133655753836106,27.758956606215577,27.823637008666992,207828000
1429502400,2015-04-20 00:00:00,28.00652463894629,28.57526326918586,27.917310235686198,28.459285736083984,188217200
1429588800,2015-04-21 00:00:00,28.570809456692718,28.5931109339447,28.25186736244214,28.305397033691406,129740400
1429675200,2015-04-22 00:00:00,28.32323800100604,28.74254354117084,28.17380483368184,28.686784744262695,150618000
1429761600,2015-04-23 00:00:00,28.615419475695823,29.08825305419757,28.579733023630347,28.920976638793945,183083600
1429848000,2015-04-24 00:00:00,29.103874351493584,29.135099153961903,28.822847726030485,29.057035446166992,178103600
1430107200,2015-04-27 00:00:00,29.509785916396012,29.692676408679905,29.25106427507844,29.585617065429688,387816800
1430193600,2015-04-28 00:00:00,29.98931371036218,30.00715353104131,28.89867174682491,29.119474411010742,475696000
1430280000,2015-04-29 00:00:00,29.030260466474736,29.349199147137707,28.615414886672202,28.691246032714844,253544400
1430366400,2015-04-30 00:00:00,28.691241625084306,28.691241625084306,27.785719458545497,27.91284942626953,332781600
1430452800,2015-05-01 00:00:00,28.124737461725672,29.02357071775286,27.946310328523392,28.760387420654297,234050400
1430712000,2015-05-04 00:00:00,28.88305682162143,29.121706106138507,28.606491963565983,28.704627990722656,203953200
1430798400,2015-05-05 00:00:00,28.58196541135428,28.64887666579857,28.053372967415115,28.05783462524414,197085600
1430884800,2015-05-06 00:00:00,28.22733347190532,28.26971070308034,27.51362153519884,27.881629943847656,288564000
1430971200,2015-05-07 00:00:00,27.944337904191077,28.237735584837903,27.776362798059598,28.0540828704834,175763600
1431057600,2015-05-08 00:00:00,28.372121744216695,28.582651138305664,28.244460703036083,28.582651138305664,222201600
1431316800,2015-05-11 00:00:00,28.531142694149892,28.569216656306743,28.13696047944395,28.2914981842041,168143200
1431403200,2015-05-12 00:00:00,28.13023234720522,28.41690960439626,27.95553850040013,28.190704345703125,192640000
1431489600,2015-05-13 00:00:00,28.253418286674062,28.48634401421668,28.19070784247633,28.222063064575195,138776800
1431576000,2015-05-14 00:00:00,28.53561436300858,28.880521774291992,28.479622656033424,28.880521774291992,180814000
1431662400,2015-05-15 00:00:00,28.907402605932774,29.001468271652918,28.71479098065927,28.840211868286133,152832000
1431921600,2015-05-18 00:00:00,28.75285998776585,29.276941499810263,28.748379694703456,29.158239364624023,203531600
1432008000,2015-05-19 00:00:00,29.270225068418622,29.312779312198696,29.035059217371547,29.131366729736328,178532800
1432094400,2015-05-20 00:00:00,29.11569003844849,29.3351765910795,28.967871099600664,29.129127502441406,145819600
1432180800,2015-05-21 00:00:00,29.131365623443884,29.48075331231974,29.077612356900513,29.427000045776367,158921600
1432267200,2015-05-22 00:00:00,29.4740424112189,29.780875939443703,29.42924630180107,29.684568405151367,182384000
1432612800,2015-05-26 00:00:00,29.69800611131276,29.767435289034083,28.91859900134078,29.030582427978516,282790400
