timestamp,datetime,open,high,low,close,volume
1715572800,2024-05-13 00:00:00,515.9927521741776,516.1013552905981,513.2081851442226,514.3634643554688,36716400
1715659200,2024-05-14 00:00:00,514.5609091971558,517.246756798696,514.0178334036524,516.723388671875,57535900
1715745600,2024-05-15 00:00:00,519.2216389195659,523.4182269683442,518.579783698985,523.1220092773438,59504900
1715832000,2024-05-16 00:00:00,523.2206401278181,524.8400435894835,521.8974543071682,522.0455932617188,50244800
1715918400,2024-05-17 00:00:00,522.1641713217606,522.8652700844239,520.6929065582314,522.796142578125,59187600
1716177600,2024-05-20 00:00:00,522.9146052465884,524.8795861621629,522.5196081627743,523.3984375,37764200
1716264000,2024-05-21 00:00:00,522.6282518632279,524.8400908059087,522.4208693618174,524.6820678710938,33437000
1716350400,2024-05-22 00:00:00,523.9810886138737,524.7018950646127,520.9693712262205,523.17138671875,48390000
1716436800,2024-05-23 00:00:00,526.2620025028626,526.370605604358,518.1255087640279,519.3499755859375,57211200
1716523200,2024-05-24 00:00:00,521.2161498690128,523.6057795858457,520.2583694034415,522.7861938476562,41258400
1716868800,2024-05-28 00:00:00,523.6058519754333,523.8428261329518,520.4855315198485,523.151611328125,36269600
1716955200,2024-05-29 00:00:00,519.0735154350635,520.6830352503243,518.7674137672095,519.4882202148438,45190300
1717041600,2024-05-30 00:00:00,517.9280829339874,518.5995297613006,514.7781710383293,516.0420532226562,46468500
1717128000,2024-05-31 00:00:00,517.0097851977956,520.8706195756462,511.84547248017293,520.7422485351562,90785800
1717387200,2024-06-03 00:00:00,522.3715691266408,522.6579028598898,516.0322089781413,521.1668701171875,46835700
1717473600,2024-06-04 00:00:00,519.8437132727871,522.49990899419,518.3625645865347,521.7494506835938,34632700
1717560000,2024-06-05 00:00:00,524.0995500261425,527.9702684234203,522.0851492209949,527.9505004882812,47610400
1717646400,2024-06-06 00:00:00,528.2565984124882,528.6910711058155,525.985515807043,527.9406127929688,30808500
1717732800,2024-06-07 00:00:00,526.9531905962492,530.1426384879702,525.8472710404382,527.298828125,43224500
1717992000,2024-06-10 00:00:00,526.4792263610262,529.253909134287,525.8769070309806,528.9280395507812,35729300
1718078400,2024-06-11 00:00:00,527.3579723988804,530.2610257534691,525.3633398795533,530.2017822265625,36383400
1718164800,2024-06-12 00:00:00,534.8230835871974,537.2817809327009,533.5097814532659,534.5564575195312,63251300
1718251200,2024-06-13 00:00:00,536.323905128458,536.5016357193268,532.8086483724034,535.6326904296875,44760900
1718337600,2024-06-14 00:00:00,534.0824723877374,535.9882097983759,533.0653880279153,535.9586181640625,40089900
1718596800,2024-06-17 00:00:00,535.2673734870664,541.6363245352009,534.8032489186013,540.2242431640625,55839500
1718683200,2024-06-18 00:00:00,540.2834997560115,541.725172794655,539.8589110449524,541.5968017578125,41376400
1718856000,2024-06-20 00:00:00,542.5348869014116,543.206333734204,538.3284150280085,540.1255493164062,70328200
1718942400,2024-06-21 00:00:00,539.2924747513658,540.5307472774641,537.9254170455512,539.4014282226562,64513900
1719201600,2024-06-24 00:00:00,539.2231194967758,541.8185338516724,537.5291409294473,537.6480102539062,45528700
1719288000,2024-06-25 00:00:00,538.886299065316,540.0849686628054,537.3508531925171,539.7184448242188,38273300
1719374400,2024-06-26 00:00:00,538.5890968132603,541.1151605924962,537.935315544085,540.3920288085938,38550600
1719460800,2024-06-27 00:00:00,540.2533395091051,541.8284487491936,539.5004601471773,541.2439575195312,35041500
